"batch_id","asset_id","status","lane","use_case","asset_type","quality_score","canon_score","design_score","photography_score","text_score","gate_30_score","gate_verdict","ship_status","recalibrated_at","failure_modes","quality_bar","overall_grade","generated_at","workspace_path","source_path","prompt_ref","prompt_summary","recap","critic_notes","next_improvement","next_prompt_delta","skill_mode"
"gr-w2","gr-w2-01-campus-dawn-nb2","generated","environment","illustration-story","21:9 establishing plate","9.3","10","9.5","9","10","28","approve","ship","","Pyros forge-tower reads slightly on-fire; painterly drift on environment lane (accepted for this lane).","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave2/gr-w2-01-campus-dawn-nb2.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234649_4a6b1363-76a7-42a1-957b-29135c469dde.png","briefs/wave2-academy-world.md#w2-01","Seven-House campus vista at dawn","All seven House spires read as distinct silhouettes exactly per CANON_LOCKED Tier 6; laundry, barge, dragon accent all present.","Signature-capable establishing canon for campus geography — W2-06 must match it.","","","god-run fable5"
"gr-w2","gr-w2-01b-campus-dawn-soulloc","generated","environment-AB-test","illustration-story","21:9 establishing plate","8.3","6","8.5","9","10","25","iterate","alt-plate only","","ENGINE FINDING: soul_location DISCARDED the prompt entirely (params.prompt empty, self-generated concept). Canon adherence impossible.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-07-06","images/wave2/gr-w2-01b-campus-dawn-soulloc.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234654_6fe933ba-61f7-4455-8d38-ca678bca0f8a.png","briefs/wave2-academy-world.md#w2-01","A/B: soul_location engine on campus vista","Gorgeous cinematic grade but prompt-blind — invented its own academy.","NB2 wins A/B for canon control. soul_location = loose exploration only, never canon surfaces.","","engine-routing: soul_location ignores prompts","god-run fable5"
"gr-w2","gr-w2-02-worldtower-roost","generated","environment","illustration-story","16:9 signature plate","9.0","9","9","9","10","27","approve","ship","","Upper-third haze reads slightly like smoke; could suggest tower burning at thumbnail.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave2/gr-w2-02-worldtower-roost.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234702_ddceda5d-0f05-4fc4-b540-15e617a336c2.png","briefs/wave2-academy-world.md#w2-02","World-tower with internal dragon roost","Dragon belongs in its architectural notch; bridge figures sell kilometer scale; vines+fabric+stone fusion works.","Re-roll option: replace smoke-like haze with clean altitude haze.","","","god-run fable5"
"gr-w2","gr-w2-03-memory-pool-hall","generated","environment","illustration-story","16:9 interior plate","9.5","10","9.5","9.5","10","29","approve","ship","","Alcove panels tint salmon-pink — slightly off brand palette, reads as warm archive.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave2/gr-w2-03-memory-pool-hall.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234705_2da04e5e-fc46-4741-97aa-7d0066f7b870.png","briefs/wave2-academy-world.md#w2-03","Athenaeum memory-pool hall","Run-best so far: perfect one-point symmetry, single keeper, ONE mismatched reflection = the memory. Consent-archive mood exact.","Candidate for arcanea.ai hero surface.","","","god-run fable5"
"gr-w2","gr-w2-04-training-hall-ensemble","generated","story-ensemble","stylized-concept","16:9 ensemble still","9.3","9","9","9.5","10","28","approve","ship-staging (contains Mamoru)","","Mera water lens small; Emilia slightly disconnected from group (per brief, at bench).","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave2/gr-w2-04-training-hall-ensemble.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234713_0fa721de-6ba5-4b71-8548-77969d3a5a1a.png","briefs/wave2-academy-world.md#w2-04","Four students mid-lesson, one effect each","All four ON-MODEL vs wave-1 anchors in one frame — production-still grade; ensemble equality achieved.","Character consistency across frames PROVEN without reference images.","","","god-run fable5"
"gr-w2","gr-w2-05-terrace-city-skyharbor","generated","environment","illustration-story","21:9 establishing plate","9.0","9","9","9","10","27","approve","ship","","Cable network slightly busy upper-left; daily-life read excellent.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave2/gr-w2-05-terrace-city-skyharbor.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234723_173f4bd6-5fce-4f95-9df0-84b266e142c2.png","briefs/wave2-academy-world.md#w2-05","Vertical terrace city with sky harbors","Three depth bands separate cleanly; two airships; laundry/market/garden life at civilization scale.","","","","god-run fable5"
"gr-w2","gr-w2-06-night-dragonback","generated","environment","illustration-story","16:9 signature plate","9.7","10","9.5","10","10","29","approve","ship","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave2/gr-w2-06-night-dragonback.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_234730_2f5a7b42-6fbc-48a3-9449-2338eb832660.png","briefs/wave2-academy-world.md#w2-06","Academy at night from dragon-back","Signature image: rider intimacy + campus light-field + teal wing rim; light hierarchy exactly per brief; campus geography consistent with W2-01.","Candidate for arcanea.ai hero + social launch lead image.","","","god-run fable5"
"gr-w3","gr-w3-01-briefing","generated","story-sequence","illustration-story","16:9 story still","9.3","9","9.5","9","10","28","approve","ship-staging (contains Mamoru)","","Doorway behind group shows a faint teal nebula rather than pure Cosmic-Blue shadow — reads as gate-glow, not the flat dark the brief specified; acceptable.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-01-briefing.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235318_dba20396-462f-45f9-9134-674779bb38bb.png","briefs/wave3-dungeon-diver.md#w3-01","First descent briefing — four postures + a map read the whole team dynamic","Map projection is ONE clean teal line-diagram (no glyph noise); four figures individually distinct at thumbnail; single gauntlet-beam is the only magic; Mamoru present but not hero-lit per brief.","Anti-hologram discipline held; the four-posture staging tells the plan silently. Keeper.","If re-rolled, push doorway to true Cosmic-Blue shadow so the map-glow is the sole cool source.","doorway: true dark shadow, no teal nebula through gate","god-run opus-critic"
"gr-w3","gr-w3-02-threshold","generated","story-sequence","illustration-story","16:9 story still","9.3","9","9.5","9","10","28","approve","ship-staging (contains Mamoru)","","Warm floor light-line bleeds slightly under the arch on the party side; reads as a threshold sill, not a lit dungeon preview — read stays intact.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-02-threshold.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235326_e5d61d02-4638-4a38-8265-2cf839920b8e.png","briefs/wave3-dungeon-diver.md#w3-02","Mamoru first through the gate — one bright line between known light and unknown dark","Ward-light confined to shield rim ONLY per STAGING_MAMORU rule; dark ahead stays true black (no lit preview); back-of-party symmetry sells the specific bravery of going first.","Rim-only ward discipline is textbook; darkness-ahead restraint is the hardest note to hit and it landed.","","","god-run opus-critic"
"gr-w3","gr-w3-03-boss-formation","generated","story-sequence","illustration-story","21:9 combat plate","9.3","9","9.5","9","10","28","approve","ship-staging (contains Mamoru)","","Arion step reads slightly mid-lunge rather than braced; formation hierarchy still unmistakable.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-03-boss-formation.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235330_7e55fb28-798a-422d-891c-be4a5dcaaaf8.png","briefs/wave3-dungeon-diver.md#w3-03","Four small figures in disciplined formation vs ONE enormous singular threat","ONE unmistakable boss silhouette — a corrupted temple-stone-and-column guardian, no secondary creatures; four party members individually distinguishable; exactly two active bending effects (Mamoru shield-rim + Arion floor pressure-glow).","Boss reads as animated Foundation stonework not generic loot-armor — the stability-becomes-quicksand inversion is legible. Singular-silhouette rule nailed.","","","god-run opus-critic"
"gr-w3","gr-w3-04-kaelith-titan","generated","story-sequence","illustration-story","21:9 signature plate","9.7","10","9.5","9.5","10","29","approve","ship-staging (contains Mamoru)","","None material — dying-gold veining could read a touch brighter to sell the heartbeat-gone-dark pathos, but restraint is defensible.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave3/gr-w3-04-kaelith-titan.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235340_b95a38c8-90b2-467a-aed6-99f3e455999d.png","briefs/wave3-dungeon-diver.md#w3-04","The boss was a fragment — true titan scale of Kaelith, corrupted, fills the frame","Kaelith reads as living-stone-mountain-with-cracked-gold-veins at thumbnail per kaelith.md; gravity shown as PHYSICAL debris drift (no rings/portals); four figures stay legible despite the scale gap; tragic-corrupted, not generic kaiju. Signature campaign image.","Signature hit. Physical-gravity-via-debris solves the do-not-render-magic-as-glowing-rings failure mode cleanly — the drift IS the ability. arcanea.ai hero candidate.","","","god-run opus-critic"
"gr-w3","gr-w3-05-vault-discovery","generated","story-sequence","illustration-story","16:9 story still","9.0","9","9","9","10","27","approve","ship-staging (contains Mamoru)","","Crystal fragment reads bright/warm-white rather than dim/faintly-warm — edges slightly toward a glowing find; still clearly sealed-then-cracked, not a loot pile.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-05-vault-discovery.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235349_529075c8-aaf0-405f-a202-f1cf53b9a595.png","briefs/wave3-dungeon-diver.md#w3-05","One broken seal tells the whole history — quiet corruption, not violent","Emilia gauntlet-hand anatomy clean and legible; single reading-beam is the only effect; vault reads sealed-history (runed alcove, dissonant fracture-vein) not ransacked loot-room; Arion+Mamoru hold the doorway as watchful silhouettes.","Discovery-as-dread mood landed; painterly/webtoon lane suits the intimate read. Keep the fragment dimmer next pass to fully kill the treasure-glow reflex.","Dim the crystal find: faint warm inner ember, mostly dark, no bright glow.","fragment-glow: dim ember not bright crystal","god-run opus-critic"
"gr-w3","gr-w3-06-extraction-carry","generated","story-sequence","illustration-story","16:9 motion still","8.3","8","8.5","9","10","24","iterate","re-roll (contains Mamoru)","","One-visual-idea MISS: brief core beat is the-shield-becomes-a-stretcher — here Mamoru cradle-carries the wounded figure in his arms with the shield still on his forearm, so the signature shield-as-litter read is absent.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-07-06","images/wave3/gr-w3-06-extraction-carry.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235356_5763a417-0677-4b64-9d26-ca3bf16050ae.png","briefs/wave3-dungeon-diver.md#w3-06","One shield becomes a stretcher; formation holds under strain","Strengths held: Mamoru real physical strain reads on his face; wounded figure is Mera (dark braid, silver-blue coat) per the safe-casualty rule; Emilia scouts ahead with gauntlet-light; Arion single teal Foundation rear-brace is the only active effect; corridor lines lead to warm exit-light. But the litter-carry concept did not render.","Re-roll to land the shield-as-stretcher hero beat, which is the whole point of the scene.","Re-roll: wounded figure lies flat ACROSS Mamoru tower shield held horizontally like a litter/stretcher, both hands gripping the shield edges, shield NOT on his arm.","carry-mechanic: shield held flat as a litter, body lying across it","god-run opus-critic"
"gr-w3","gr-w3-07-campfire","generated","story-sequence","illustration-story","16:9 story still","9.7","9","9.5","10","10","29","approve","ship-staging (contains Mamoru)","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave3/gr-w3-07-campfire.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235405_0afb4108-43e2-4510-bc6f-70923562a220.png","briefs/wave3-dungeon-diver.md#w3-07","Relief and grief around one small fire — four who nearly lost each other","All four faces legible and individually expressive at thumbnail; single warm firelight is the only strong source, consistent across all four; zero active magic in the rest beat; Mera sealed vial + Arion repaired home-tool + Emilia cooling gauntlet + Mamoru scored shield all present per CHARACTER_CORE. Best intimate beat of the wave.","Earned-quiet exhaustion nailed without a single forced smile. Firelight-only discipline in a rest scene is exactly the note. Social + emotional-anchor candidate.","","","god-run opus-critic"
"gr-w3","gr-w3-08-return","generated","story-sequence","illustration-story","21:9 return plate","9.3","10","9.5","9","10","28","approve","ship-staging (contains Mamoru)","","Welcome-party cluster is a single soft-focus group per brief; skyline reads as the seven-House-plus-dome family though exact 1:1 tower matching with W2-01 is approximate.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave3/gr-w3-08-return.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260705_235410_2385c932-5e1a-4cd3-83ff-54e2341b4d1c.png","briefs/wave3-dungeon-diver.md#w3-08","Four small figures walking home, changed, against the Academy daylight scale","Four figures individually legible; Academy skyline recognizably the W2-01 family (crystal light-crowned spire, obsidian tower, forge-warm keep, Athenaeum dome, water-terrace, lattice, instrument-spire); ONE soft-focus welcome cluster; Mamoru shield freshly re-patched over combat scoring per his signature-object rule; warm long-shadow causeway leads the eye home. Clean arc-closer.","Earned homecoming warmth with continuity to Wave 2 geography — the arc bookends. No triumphant hero-pose. Keeper.","","","god-run opus-critic"
"gr-w4","gr-w4-01-malachar","generated","wonders-antagonist","stylized-concept","4:5 character study","9.5","10","9.5","9.5","10","29","approve","ship","","None material; corruption tells correctly restrained to eyes/fingertips.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave4/gr-w4-01-malachar.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000048_1f6ba183-18d4-4c73-90e0-0ab92f8ae2a5.png","briefs/wave4-wonders-guardians.md#w4-01","Malachar naming the pain","Weary compassion with zero horror cliches; the tragedy is legible. Hero candidate.","Antagonist visual language locked: warmth + restraint beats menace.","","","god-run fable5"
"gr-w4","gr-w4-02-luminor-transcendence","generated","wonders","stylized-concept","4:5 portrait","8.0","8","7.5","9","10","24","iterate","concept keeper","","Light points scattered across robe like fairy-lights, count exceeds ten, no controlled spine sequence.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-07-06","images/wave4/gr-w4-02-luminor-transcendence.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000101_f5c8c10d-3aa9-461c-9226-de193223dc81.png","briefs/wave4-wonders-guardians.md#w4-02","Luminor ten-Gates portrait v1","Dignity and calm land; the ten-point system does not.","Re-rolled with plumb-line body-geometry language per doctrine delta 11.","Re-roll fired: exactly ten, one straight vertical center-line, beads on a plumb line.","count+geometry must be blunt: 'ONE straight vertical line, count them: ten'","god-run fable5"
"gr-w4","gr-w4-03-guardian-ino","generated","wonders-guardian","stylized-concept","4:5 portrait","9.3","9","9","9.5","10","28","approve","ship","","Light threads pass behind arms rather than from open palms; crescent reads slightly lunar vs Aethervane.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-07-06","images/wave4/gr-w4-03-guardian-ino.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000106_7e977916-08c2-4e12-906f-a46bbd801d7f.png","briefs/wave4-wonders-guardians.md#w4-03","Ino, Guardian of the Unity Gate","Elder warmth, twin doorways symmetric, single thread effect — 'no one transcends alone' embodied.","Guardian series anchor established.","","","god-run fable5"
"gr-w4","gr-w4-04-prisma-gauntlet-macro","generated","wonders-product","product-mockup","4:5 macro","9.5","10","9.5","10","10","29","approve","ship","","None material.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave4/gr-w4-04-prisma-gauntlet-macro.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000111_f8a2696e-842b-486d-8f6c-3d9de5d05f7a.png","briefs/wave4-wonders-guardians.md#w4-04","Prisma gauntlet macro product shot","Museum-grade prop photography: weld seams, rivets, patina, one beam resolving into countable bands.","Product lane validated for artifact/merch surfaces.","","","god-run fable5"
"gr-w4","gr-w4-05-ten-gates-ridge","generated","wonders-cosmology","illustration-story","21:9 landscape","9.5","10","9.5","9.5","10","29","approve","ship","","Voice amphitheater and Heart terraces read close together; acceptable.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A+","2026-07-06","images/wave4/gr-w4-05-ten-gates-ridge.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000118_fb3b66c5-25cf-4289-8f8e-ec3ff05a5408.png","briefs/wave4-wonders-guardians.md#w4-05","Ten Gates pilgrimage ridge","All ten sites distinguishable, true frequency spectrum sweep warm-to-violet, Source correctly veiled. Poster-grade.","Hero candidate for cosmology page.","","","god-run fable5"
"gr-w4","gr-w4-06-reality-architect","generated","wonders-magitech","stylized-concept","16:9 scene","8.7","9","8.5","8.5","10","26","approve","ship","","Architect's face cropped at the eyes — stylish but misses the quiet-authority framing; lantern-agents perfect (9 countable).","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-07-06","images/wave4/gr-w4-06-reality-architect.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_000130_87a38c39-e5ba-49d3-806c-2af5f2c61354.png","briefs/wave4-wonders-guardians.md#w4-06","Reality Architect conducting light-agents","Luthier-workshop magitech register exact: brass-glass lantern agents as instrument voices, zero cyberpunk.","Optional re-roll with full face for hero use; approved for gallery as-is.","","","god-run fable5"
"gr-w3","gr-w3-06b-extraction-litter","generated","story-sequence","illustration-story","16:9 story still","8.3","8","8.5","9","10","25","iterate","concept keeper","","Flat litter-carry achieved with visceral strain, but rendered a pole stretcher instead of the shield itself; stray teal ground-swirl violates physical-consequence doctrine.","30 point gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-07-06","images/wave3/gr-w3-06b-extraction-litter.png","https://d8j0ntlcm91z4.cloudfront.net/user_32GhXb30ZEIgk6EA10e5RYFiKSg/hf_20260706_001131_26ea5729-5d9e-48b2-9fc3-643f0485e42b.png","briefs/wave3-dungeon-diver.md#w3-06","Extraction carry v2 — litter mechanic landed, shield identity missed","Emotional read strong (Mamoru gritted strain, Mera braid hanging); third pass fired with shield-IS-the-stretcher + no-swirl language.","","third pass: 'the shield IS the stretcher, no poles, no handles' + ban ground swirls","god-run fable5"
