"batch_id","asset_id","status","lane","use_case","asset_type","quality_score","canon_score","design_score","photography_score","text_score","gate_30_score","gate_verdict","ship_status","recalibrated_at","failure_modes","quality_bar","overall_grade","generated_at","workspace_path","source_path","prompt_ref","prompt_summary","recap","critic_notes","next_improvement","next_prompt_delta","skill_mode"
"batch-002","batch-002-03","generated","materials","scientific-educational","Arcanean materials specimen board","8.1","","","","","25","iterate","near approval","2026-06-26T21:50:51","Label exactness, specimen count density, possible material sameness.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-06-26T04:38:51","images/batch-002/batch-002-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e64470b3faaf42f016a3de50a9a388191b471163dfab9aa9b.png","prompts.jsonl#batch-002-03","Vael crystals, Luminor metals, Nero shards as scientific-magical specimen board.","Very usable materials board with strong tactile specimens and readable research-plate energy.","Useful material mood board; final educational plate needs deterministic labels.","Create separate specimen boards with exact HTML/SVG labels.","","built-in image_gen"
"batch-002","batch-002-04","generated","villain","illustration-story","Malachar Shadowfen tragedy key art","8.0","","","","","24","iterate","concept keeper","2026-06-26T21:50:51","Dark fantasy cliche risk, ornate armor, needs more specific tragic mechanism.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-06-26T04:38:51","images/batch-002/batch-002-04.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e64470b3faaf42f016a3de56fced081919554a6cf38c1b1c6.png","prompts.jsonl#batch-002-04","Malachar as tragic fallen Luminor, sealed in Shadowfen, control versus compassion.","Malachar reads as tragic, elegant, wounded, and dangerous without cheap villain cliches.","Emotion is useful, but final Malachar should show the Source Gate failure more concretely.","Regenerate as story scene with one failed consent/control action.","","built-in image_gen"
"batch-003","batch-003-01","generated","realms","illustration-story","Atlantis / Thal'Maris undersea city","7.6","9.2","9.0","9.2","10","23","iterate","concept keeper","2026-06-26T21:50:51","Underwater skyline too dense, generic luminous Atlantis, glow ribbons overused.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-06-26T13:50:40","images/batch-003/batch-003-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_082cec2a497e8d9e016a3e662c41a0819199139a8acac1e908.png","prompts.jsonl#batch-003-01","Thal'Maris as luminous undersea memory-water realm beneath glass sea.","Thal'Maris feels cinematic, civilized, and emotionally specific; memory-water reads clearly.","The idea is excellent, but the render reads like AI maximalist fantasy wallpaper rather than a crisp world-class keyframe.","Closer archive chamber, one memory-water ribbon, real caustics, fewer towers.","Interior library, closer figure scale, fewer skyline details.","built-in image_gen"
"batch-003","batch-003-02","generated","sister-worlds","illustration-story","Pyrathis world-dragon vista","8.5","9.1","9.2","9.4","10","26","approved with notes","approved concept asset","2026-06-26T21:50:51","Could use stronger foreground human emotion and cleaner atmospheric separation.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-06-26T13:50:40","images/batch-003/batch-003-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_082cec2a497e8d9e016a3e667dd7d4819189b7856ee813b4c6.png","prompts.jsonl#batch-003-02","Pyrathis, the unhatched world-dragon sister-world and First Fire.","Pyrathis is the strongest world vista: geologic dragonform, huge scale, and grounded awe.","Best world vista in the set. The landscape-implied dragonform feels ownable and less generic.","Create ridge-level explorer shot with same worldform but stronger foreground story.","Lower camera, explorers foreground, worldform still visible.","built-in image_gen"
"batch-003","batch-003-03","generated","mirror-realms","illustration-story","Van Linh Mirror Realm respectful concept art","7.3","8.8","8.7","8.6","10","22","iterate","concept keeper","2026-06-26T21:50:51","Postcard/temple shorthand risk, cultural specificity needs more abstract care.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B-","2026-06-26T13:50:40","images/batch-003/batch-003-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_082cec2a497e8d9e016a3e66d9782c8191ab9b08139671d431.png","prompts.jsonl#batch-003-03","Van Linh Mirror Realm as respectful abstract resonance landscape, avoiding appropriation.","Van Linh is graceful and careful, using landscape resonance rather than costume shorthand.","Respectful direction, but needs more symbolic environmental abstraction.","Reduce built forms; emphasize mist, water, bridge, resonance, and stewardship.","More mist/water/bridge abstraction, fewer recognizable built forms.","built-in image_gen"
"batch-003","batch-003-04","generated","social","ads-marketing","Starbound Crews reveal poster","7.6","8.8","9.1","8.9","9.3","23","iterate","concept keeper","2026-06-26T21:50:51","Generic sci-fi team poster risk, crowded staging, title/text risk.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-06-26T13:50:40","images/batch-003/batch-003-04.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_082cec2a497e8d9e016a3e673249188191baf5223203a5991c.png","prompts.jsonl#batch-003-04","Starbound Crews as cosmic guardian squads for social and lore promotion.","Starbound Crews works as a social reveal poster with readable crew separation and clean title.","Good campaign seed, but needs one crew per image and more ownable uniform/tool language.","Generate individual crew posters for Solara, Ninth Flame, and Hollow Stars.","One crew per image, larger faces, simpler hangar.","built-in image_gen"
"batch-004","batch-004-01","generated","characters","stylized-concept","Arion premium character plate","7.6","9.3","9.1","9.0","10","23","iterate","concept keeper","2026-06-26T21:50:51","Over-ornate armor, random gold filigree, too many element rings, not enough practical fieldwear.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-06-26T13:58:59","images/batch-004/batch-004-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_06978d21a403645c016a3e67bcc1e88191802821941e87ef89.png","prompts.jsonl#batch-004-01","Arion as Confluence Avatar candidate with body-led bending and practical fieldwear.","Arion has strong costume identity, face, posture, and five-element readability.","Arion reads, but the design is still game-splash ornate instead of studio-final modelable.","Simpler fieldwear, one prism bracer, one effect cluster, clean full-body model plate.","Less ornament, front/side/back, clearer garment construction.","built-in image_gen"
"batch-004","batch-004-02","generated","characters","stylized-concept","Mera premium character plate","7.5","9.3","9.0","9.1","10","23","iterate","concept keeper","2026-06-26T21:50:51","Gown-like silhouette, too many memory bubbles, jewelry/noise, practical movement weak.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-06-26T13:58:59","images/batch-004/batch-004-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_06978d21a403645c016a3e681d412c81918bf939249fb7b6d6.png","prompts.jsonl#batch-004-02","Mera as water-memory bender and truth-witness with Thal'Maris visual language.","Mera reads beautifully as water-memory witness with excellent portrait quality.","Mera has emotion and beauty, but not enough crisp field-gear credibility.","Regenerate with one water lens, boots, layered short coat, and clean underwater corridor.","Practical boots, shorter layers, action-ready silhouette.","built-in image_gen"
"batch-004","batch-004-03","generated","characters","stylized-concept","Emilia prism-tech character plate","8.2","9.2","9.4","9.1","10","25","iterate","near approval","2026-06-26T21:50:51","Lab clutter, ornament density, prism/tool function could be clearer.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-06-26T13:58:59","images/batch-004/batch-004-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_06978d21a403645c016a3e6886f994819196774f7b490e819b.png","prompts.jsonl#batch-004-03","Emilia as prism synthesis bender, technomancer, and designer of magical tools.","Emilia is a standout: prism tool, product language, and color craft are instantly legible.","Strongest character-system bridge. Needs one engineered prop-forward pass to become final.","Half-body lab portrait with one prism instrument and deterministic product-language workbench.","Wider lab scene, tool function visible, assistants in background.","built-in image_gen"
"batch-004","batch-004-04","generated","characters","stylized-concept","Headmaster Akamoto dragon-rider mentor plate","7.2","9.0","8.8","8.9","10","22","iterate","concept keeper","2026-06-26T21:50:51","Ceremonial-heavy mentor trope, costume practicality weak, dragon presence may overpower.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B-","2026-06-26T13:58:59","images/batch-004/batch-004-04.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_06978d21a403645c016a3e68f868a0819193dd49e0b6a89f15.png","prompts.jsonl#batch-004-04","Akamoto as elder dragon-rider mentor with stern compassion and academy authority.","Akamoto feels mentor-grade and formidable with a strong dragon presence.","Mentor energy is usable, but the design needs a grounded training-court version.","Field mentor at dragon training court with practical riding details and less robe ceremony.","Less robe ceremony, more practical riding details, academy court setting.","built-in image_gen"
"batch-005","batch-005-01","generated","site","ads-marketing","Arcanea mobile homepage hero","7.6","8.9","9.1","9.0","10","23","iterate","concept keeper","2026-06-26T21:50:51","Mobile hero still ornate, small details, insufficient flat copy area.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B","2026-06-26T14:03:10","images/batch-005/batch-005-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_00a1e5bddd8cee7a016a3e69c5a0648191b44d9a738174060e.png","prompts.jsonl#batch-005-01","Mobile-first Arcanea site hero with Starlight Academy, creator desk, and clean copy space.","Mobile hero is a usable site asset with clean top space and a strong desk-to-world bridge.","Usable exploration asset; not final for live mobile hero without crop and simplification.","Lower clutter, larger desk object, more clean top/left negative space.","Fewer spires, larger desk object, more flat copy area.","built-in image_gen"
"batch-005","batch-005-02","generated","photography","photorealistic-natural","Arcanea creator studio editorial photo","8.5","8.7","9.1","9.5","9.4","26","approved with notes","approved practical asset","2026-06-26T21:50:51","Small note/text artifacts possible, should be cropped for final surface.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-06-26T14:03:10","images/batch-005/batch-005-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_00a1e5bddd8cee7a016a3e6a2103cc8191ab3e6928c30ff7be.png","prompts.jsonl#batch-005-02","Photoreal creator studio desk with printed Arcanea image proofs, book covers, and dashboard.","Photoreal studio desk is highly practical: contact sheets, book proofs, and real production energy.","Best practical marketing asset. It feels like a real making-of production layer.","Create horizontal blog hero crop and exact overlay text in code/design tool.","16:9 crop, fewer small notes, stronger monitor/gallery composition.","built-in image_gen"
"batch-006","batch-006-01","generated","realms","illustration-story","Thal'Maris memory-water archive chamber v2","8.8","","","","","27","approved with notes","approved lore keyframe","2026-06-26T21:50:51","Minor generic underwater-city silhouette in the distance, right-side ornament density, field gear still slightly robe-like.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T16:57:57","images/batch-006/batch-006-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0ff9bd880043ac3a016a3e9196c26c819197d137c271ca37ba.png","prompts.jsonl#batch-006-01","Thal'Maris archive chamber with one readable memory-water restoration scene.","Ingested from Codex generated image output.","Best Thal'Maris pass so far: one readable archive chamber, strong memory-water apparatus, crisp figure, and no skyline wallpaper overload.","Create alternate crop with more negative space and an even clearer practical archive-restoration bridge.","","built-in image_gen"
"batch-006","batch-006-02","generated","characters","stylized-concept","Arion Confluence Avatar fieldwear v2","8.3","","","","","25","iterate","near approval","2026-06-26T21:50:51","Element orbs still read slightly game-symbolic and detached from body mechanics; face/costume drift toward perfect fantasy model.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-06-26T16:57:57","images/batch-006/batch-006-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0ff9bd880043ac3a016a3e921a27d4819193bbf24508e52a1b.png","prompts.jsonl#batch-006-02","Arion as practical Confluence Avatar candidate with body-led multi-element bending.","Ingested from Codex generated image output.","Huge costume improvement and crisp render, but final Arion needs elements emerging from stance, breath, joints, and pressure rather than decorative satellites.","Regenerate in academy training action pose with less symmetry, fewer floating icons, and more tactile fieldwear wear.","","built-in image_gen"
"batch-006","batch-006-03","generated","characters","stylized-concept","Mera truth-witness field gear v2","8.5","","","","","26","approved with notes","approved character concept","2026-06-26T21:50:51","Hair color drift, charm/jewelry density, and slight fashion-portrait polish still need canon lock.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-06-26T16:57:57","images/batch-006/batch-006-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0ff9bd880043ac3a016a3e92556c5c81919c9a4736ff1fbff0.png","prompts.jsonl#batch-006-03","Mera as calm water-memory truth-witness with one ethical memory-water lens.","Ingested from Codex generated image output.","Mera now has a clear ethical memory-water lens, practical coat/boots, readable face, and stronger field credibility.","Lock hair/costume canon and make the next version less fashion-beauty, more truth-witness operator.","","built-in image_gen"
"batch-006","batch-006-04","generated","characters","stylized-concept","Emilia engineered prism tool v2","8.4","","","","","25","iterate","near approval direction","2026-06-26T21:50:51","Generated text and diagram labels cannot be trusted as final; bottom/right information panels should be rebuilt deterministically.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","B+","2026-06-26T16:57:57","images/batch-006/batch-006-04.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0ff9bd880043ac3a016a3e931e0f348191806cd1f1dc37dc23.png","prompts.jsonl#batch-006-04","Emilia turning color into an engineered prism instrument and usable tool.","Ingested from Codex generated image output.","Excellent product-system direction for Emilia and the prism instrument, but it must become a designed infographic with exact text over this visual language.","Rebuild as HTML/Canva/Figma infographic using the character and tool language, with exact copy and vector labels.","","built-in image_gen"
"batch-007","batch-007-01","generated","characters","stylized-concept","Arion body-led Confluence training action","8.8","","","","","27","approved with notes","approved character action","2026-06-26T21:50:51","Still has a slight premium game-poster finish, but the effects now attach to stance and pressure rather than detached icons.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T21:32:10","images/batch-007/batch-007-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e56fbd8d80539f7016a3ed1ef9c0c8191b62281d592d6ec30.png","prompts.jsonl#batch-007-01","Arion in academy training court with elements emerging from stance and breath.","Ingested from Codex generated image output.","Best Arion so far. The body mechanics, floor pressure, costume construction, and confluence read finally work together.","Create a calmer model-sheet turnaround from this design, preserving the same fieldwear and bracer language.","","built-in image_gen"
"batch-007","batch-007-02","generated","characters","stylized-concept","Emilia prism instrument no-text portrait","8.8","","","","","27","approved with notes","approved character-product asset","2026-06-26T21:50:51","Rainbow beam is a little literal, and the face still reads beauty-editorial, but the no-text constraint succeeded.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T21:32:10","images/batch-007/batch-007-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e56fbd8d80539f7016a3ed28caca08191ab0dad9c9c78da04.png","prompts.jsonl#batch-007-02","Emilia as product-minded prism toolmaker, no generated labels or infographic text.","Ingested from Codex generated image output.","Best Emilia usable asset: clean product-photography logic, crisp instrument, clear prism-to-tool action, no generated labels.","Create a deterministic companion infographic using this instrument language and exact vector labels.","","built-in image_gen"
"batch-007","batch-007-03","generated","characters","stylized-concept","Headmaster Akamoto practical dragon-rider mentor v2","8.6","","","","","26","approved with notes","approved mentor concept","2026-06-26T21:50:51","Coat and dragon scale still carry some ornate fantasy density; dragon presence is large but not dominant.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-06-26T21:32:10","images/batch-007/batch-007-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e56fbd8d80539f7016a3ed313f754819192f5fd644c659158.png","prompts.jsonl#batch-007-03","Akamoto as grounded Starlight Academy dragon-rider mentor in a training court.","Ingested from Codex generated image output.","Akamoto is finally grounded: practical rider layers, credible saddle context, age and authority, and no robe-heavy wizard cliche.","Create a simpler training-instruction scene with students for story use.","","built-in image_gen"
"batch-007","batch-007-04","generated","villain","illustration-story","Malachar Source Gate failed fusion tragedy","9.0","","","","","28","approved with notes","approved story keyframe","2026-06-26T21:50:51","Source chamber ornament is dense, and Malachar silhouette should be canon-locked before reuse.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T21:32:10","images/batch-007/batch-007-04.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_0e56fbd8d80539f7016a3ed35ef9448191bdf289c17938d8f4.png","prompts.jsonl#batch-007-04","Malachar's fall as tragic failed Source Gate fusion, not generic dark lord art.","Ingested from Codex generated image output.","Strongest tragic canon image in the run. It shows forced communion, corrupted grip, witnesses, and Source rejection without cheap dark-lord signals.","Create a second version from Shinkami/witness perspective for the canon dossier.","","built-in image_gen"
"batch-008","batch-008-01","generated","villain","illustration-story","Malachar witness POV Source Gate rejection","9.0","","","","","28","approved with notes","approved canon keyframe","2026-06-26T21:50:51","Witness silhouette design should be canon-locked before repeated Shinkami use; chamber ornament remains dense.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T21:47:18","images/batch-008/batch-008-01.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_04e0ad8f69cb537f016a3ed540ec148191ad5dd3d260582329.png","prompts.jsonl#batch-008-01","Witness perspective on Malachar's failed Source Gate fusion and Shinkami's refusal.","Ingested from Codex generated image output.","Excellent witness-POV continuation. It adds mercy, refusal, and cosmic law without making the scene a battle.","Use this and batch-007-04 as paired canon dossier plates with exact text added outside the image.","","built-in image_gen"
"batch-008","batch-008-02","generated","characters","stylized-concept","Arion clean Confluence model plate","8.6","","","","","26","approved with notes","approved model plate","2026-06-26T21:50:51","Still slightly idealized and decorative; faint trails could be reduced for a true production model sheet.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A-","2026-06-26T21:47:19","images/batch-008/batch-008-02.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_04e0ad8f69cb537f016a3ed59bd9e08191bcb2372fbefe8629.png","prompts.jsonl#batch-008-02","Arion clean full-body model plate derived from the approved action design.","Ingested from Codex generated image output.","Clean Arion continuity plate: full silhouette, costume construction, bracer language, and restrained confluence traces are all usable.","Create orthographic front/back design in deterministic layout or handoff to human art direction.","","built-in image_gen"
"batch-008","batch-008-03","generated","materials","product-mockup","Emilia prism instrument macro product shot","9.0","","","","","28","approved with notes","approved product hero","2026-06-26T21:50:51","Beam remains slightly literal rainbow, but no text and product material logic are excellent.","30 point generated asset gate: 26+ approve, 22-25 iterate, 0-21 restart","A","2026-06-26T21:47:19","images/batch-008/batch-008-03.png","C:\Users\frank\.codex\generated_images\019efff6-c6f7-78b3-98fd-4a276a1d0e0c\ig_04e0ad8f69cb537f016a3ed6603a988191a6be303dd7383ff3.png","prompts.jsonl#batch-008-03","Prism instrument product hero shot for Emilia's tool system, no text.","Ingested from Codex generated image output.","Top-tier product asset for Emilia. The instrument reads as manufacturable luxury hardware with clear prism function.","Use as site/product hero; build exact labels and diagrams separately in HTML/Figma/Canva.","","built-in image_gen"
